talk_id	title	detail	date	begintime	endtime	viewno	bookmarkno	emailno	biological_science	computer_science	general_interest	education	engineering	geosciences	math_physics	social_science	health_sciences	arts_humanities	business_industry	law	chemistry
10523	fraudar bound graph fraud face camouflage	bipartite graph user product review follower followee detect fake review existing fraud detection method spectral identify dense subgraph node sparse connected remain graph fraudster evade method camouflage add review honest target normal worse fraudster hijack account honest user camouflage organic focus spot fraudster presence camouflage hijack account propose fraudar algorithm upper bounds effectiveness fraudster effective data experimental result attack show fraudar outperform competitor accuracy detect camouflage fraud additional experiment twitter graph billion edge fraudar successful detect subgraph 4000 detect account majority tweet showing service joint work hyun song alex beutel neil shah kijung shin christo faloutso research paper award 2016	9/6/16 0:00	9/6/16 12:00	9/6/16 13:00	106	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10524	thesis defence support decision data	committee lorrie faith crane professor computer science engineering public policy carnegie mellon university alessandro acquisti professor information technology public policy mellon university lujo bauer associate professor electrical computer engineering institute software research carnegie mellon university jason hong associate professor hcii carnegie mellon university michael reiter lawrence slifkin distinguished professor department computer science university north carolina chapel hill thesis abstract decade research develop abstract security advice improve interface user struggle make password user frequent create password predictable attack make decision reuse password account harm security thesis method understand user choose password attack guess password combine insight meter feedback candidate password quantify impact password security use showing user meter score password basic heuristics find online study meter score password stringent present strength estimate visually lead user create strong password significant impact password memorable understand attack guess password perform comprehensive experiment password crack approach find simply running approach default configuration insufficient multiple approach parallel serve proxy guess expert password forensic fourth section thesis delve user choose password series analyse pinpoint ways user structure semantic significant content password examine relationship user perception password security password actual security finding user correct judge security impact individual password characteristic wide variance understanding attack lead user judge predictable password sufficient strong finally integrate insight meter user feedback specific password validate meter laboratory study online study	8/26/16 0:00	8/26/16 14:00	8/26/16 17:00	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10525	dissertation proposal defense machine learning data	abstract apply machine learning technique data pose question record location time training sample contribute training test process location time input features lead add complexity sparse distribution data feature space add free parameter predict demanding large training dataset thesis propose approach develop version machine learning technique overcome aforementione issue dismiss location time input features enrich training process knowledge data reduce response time knowledge data include general behavior spatial temporal distance observations increase systematic similarity decrease observations show periodic similarity time	9/12/16 0:00	9/12/16 10:00	9/12/16 12:00	80	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10526	organization management research agenda	intensive care unit specialized area hospital dedicated care patient high risk organ death million america admitted year health care spend approach gross domestic product recent years effort improve survival reduce spend focus organization management clinical team care definition extremely complex practice require coordinate effort highly skilled team compose physician nurse clinical provider stand reason effort improve team function lead improve outcome date empirical data link team function patient outcome study yield actionable target improve team function presentation critical examine existing literature related organization research review publish study health service research literature organization behavior theory literature discuss knowledge gap goal develop research agenda improve understanding organization leading future intervention speed translate clinical evidence practice decrease mortality increase efficiency critical care future research advantage unique synergy carnegie mellon university university pittsburgh upmc health system develop test strategy improve health care quality target function team jeremy kahn professor critical care medicine health policy management upmc endow chair critical care organization management university pittsburgh research program focus organization management finance critical care service united states specific area interest include workforce staff quality measurement benchmark regional critical emergency care work integrate approach field epidemiology health service research health economics operation management investigate strategy improve quality efficiency care hospitalize patient september 2016 beginning sabbatical tepper school business order develop line research study organization behavior theory setting	9/2/16 0:00	9/2/16 12:00	9/2/16 13:30	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10527	journey consumer robot	abstract application robot plentiful theory matching technical capabilities real world customer high reliability practical price points incredible difficult leave large numbers ambitious ultimately fail attempt apply robot consumer application talk share journey anki company start working 2008 goal identify enter market robot real measurable impact short time frame technology learning develop product building block enjoy eventful path early days robot institute student working pittsburgh living room person company dozen grad offices francisco london munich shenzhen share story learning journey multiple product release rounds venture fund challenge overlap discipline large scale mass production seemingly endless strings high low finally excited share product cozmo robot character deep combination robot game design animate animation bring physical character life level personality emotion interaction screen interdisciplinary approach build small animation studio robot company approach animate physical character showing intense level attachment emotional response early test years research development leading product discuss release launch october unlock capable afford robot platform research education boris sofman anki artificial intelligence robot company focus technology reinvent everyday consumer experience initial focus entertainment product line overdrive game allow level physical gameplay interaction previous video games sell toy 2015 holiday season anki release product line cozmo fall boris background building diverse robot system consumer product autonomous vehicle robot earn robot institute carnegie mellon university hann tappeiner president anki artificial intelligence robot company focus create groundbreake consumer product product line overdrive game allow level physical gameplay interaction previous video games sell toy 2015 holiday season anki release product line cozmo fall moving robot carnegie mellon hann earn dipl computer science europe minor mechanical electrical engineering program hope find time finish thesis future interested application robot real world consumer product faculty host martial hebert poster event website keyword information contact	9/2/16 0:00	9/2/16 15:30	9/2/16 16:30	142	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0
10528	living quadrant navigate uncharted waters basic applied research	psychological research balance basic science desire relevant question issue classic book quadrant daniel stoke propose answer dimensions quest understanding consideration stoke offer quadrant capture area scientific quadrant research enhance basic understanding scientific phenomena time offer answer practical talk signal migration quadrant offer example work language literacy playful learning fit caution world fill social media distort message science jump quadrant disseminate work challenge field institution share science preserve integrity increase utility wide offer example attempt traditional means reception follow 4125 sennott square	9/9/16 0:00	9/9/16 15:00	9/9/16 16:00	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10529	thesis defense verbkb knowledge base verb natural language understanding	abstract verb organization core sentence understanding meaning verb understanding meaning sentence understanding problem mapping natural language text meaning representation entity relations anchor world relations argument lexical resource verb facilitate natural language understanding mapping verb relations argument world thesis construct verb resource verbkb important semantics language understanding present algorithm verbkb learn semantics verb complement existing resources wordnet verbnet existing knowledge bases entity nell semantics mapping verb relations bases mapping verb marry hasspouse mapping verb relations knowledge bases mapping verb divorce termination hasspouse mapping verb relations knowledge bases nell yago provide direct link text background knowledge world contained knowledge bases enabling inference world knowledge understand text mapping verb relations knowledge bases facilitate automatic update temporal scope relations knowledge bases thesis committee mitchell chair william cohen hovy martha palmer university colorado boulder copy thesis document poster keyword information contact	8/26/16 0:00	8/26/16 10:30	8/26/16 11:30	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10530	haste waste peer pressure distribution marginal returns health care	abstract haste waste peer pressure distribution marginal returns health care paper estimate marginal returns healthcare large understudy segment healthcare sector emergency department empirical strategy exploit assignment physician coworker team generate instrument input base workplace peer effects data million visit york state infer coworker group find peer influential determine pace work peer effects variance quarter large physician effects hospital variation work pace estimate impact speeding physician input patient outcome mortality find robust evidence physician team environment ration care dimensions test spend cause increase mortality patient case vague symptom fast physician marginal returns time high slow physician marginal returns glance strong evidence diminish returns treatment relationship intensity care patient outcome flat physician operate production function hospital single department hospital reallocation time test slow physician fast physician produce efficiency gain discuss implication increasingly popular incentive back wasteful care	8/30/16 0:00	8/30/16 15:30	8/30/16 17:00	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10531	cost advertising external	abstract cost advertising external advertising naturally subject external advertising decision individual firm impact firm industry paper embed external model advertising investment stock customer model predict aggregate advertising reflect advertising business equity returns prediction verify data calibrate version model show external advertising thirteen percent higher constrained efficient level result percent loss adverts business percent loss welfare	8/31/16 0:00	8/31/16 15:30	8/31/16 17:00	18	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
10532	norm development group	seminar focus norm development information share process small group jennifer present series study highlight ways perceptual behavior converge influence group process outcome effectively intervene group develop norm suppress share type information	9/9/16 0:00	9/9/16 12:00	9/9/16 13:30	26	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10533	longevity education income large triangle	abstract longevity education income large triangle health ect economic development variety pathway mon suggest mechanism channel increase longevity induce additional education recent literature devote attention cat respond increase longevity study ask impact speci channel income note death invest ment suggest standard public nance tool triangle construct estimate triangle gain education adjust lower adult mortality implausib large response education survival ere country gain income channel switch survival curve similarly increase survival 20th century generate triangle initial income calibrate model micro study horizon triangle typical country percent income	9/13/16 0:00	9/13/16 15:30	9/13/16 17:00	135	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10534	narrow legal argument case outcome prediction semantic analysis court opinion	artificial intelligence study legal reasoning formalize order eventually develop system assist lawyer task research draft evaluate argument professional setting goal research develop system limited extent autonomous engage legal reasoning argument closed domain population system formalize domain knowledge main bottleneck prevent system making real practical contribution talk discuss prospects narrow present recent dissertation pitt conceptual refinement deep legal argument case outcome prediction collaborate project pitt lrdc hofstra school semantic analysis legal document part presents judgment formalism experimental implement vjap system capable argue predict outcome trade secret misappropriate argue case create argument graph case argument scheme scheme representation value underlying trade secret effects fact value vjap argumentative balance effects case analogize individual precedent tradeoff precedent predict case outcome confidence measure compute argument graph generate textual legal argument justify prediction confidence propagation quantitative weight assign effects fact value vjap automatic learn weight past case iterate optimize method part presents result ongoing work conceptual legal document retrieval domain involve vaccine injury compensation conceptual markup document automatic luima semantic extraction toolbox base uima framework system consist module automatic level annotation machine learning base sentence annotation basic retrieval apache lucene machine learning base rerank retrieve document experiment limited corpus show result ranking score higher test query baseline ranking create commercial legal information system error analysis work shown performance improve feature engineering characteristic phenomena legal opinion citation prior case	9/9/16 0:00	9/9/16 12:30	9/9/16 13:30	55	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0
10541	robust slam challenging environment	abstract slam achieve great success past decade critical issue adequate address greatly restrict application practice efficient obtain long accurate feature track close complex loop multiple sequence efficient perform global bundle adjust large dataset limited memory space perform robust slam dynamic environment handle fast motion strong rotation talk introduce recent works address issue live demo mobile device application present guofeng zhang associate professor state zhejiang university received degree computer science zhejiang university 2003 2009 visiting scholar robot institute working michael kaess martial hebert research interests include slam reconstruction augment reality video segmentation edit publish papers major journal tpami tvcg cviu conference iccv cvpr eccv ismar computer vision graphics reality area base research achievement group successful develop system reconstruction acts rdslam rkslam downloade zjucvg group website poster event website keyword vasc information contact	9/6/16 0:00	9/6/16 15:00	9/6/16 16:00	67	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
10542	methane leak	abstract methane leak provide approach estimate money natural utility spend abate product leak show firm exert effort theoretically optimum typical private firm expenditure abate cost lost consistent fact natural monopoly allow pass cost lost customer important natural primarily compose methane explosive potent greenhouse abate incentive lower safety climate costs warrant	9/27/16 0:00	9/27/16 15:30	9/27/16 17:00	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10543	learning disrupt customer engagement platform empirical analysis banking industry	abstract learning disrupt customer engagement platform empirical analysis banking industry shift enterprise application disrupt mobile platform call research understand mechanism factor success platform paper empirical study learning dynamics sales officer factor business measured efficiency banking application large private bank emerge market model study individual learning pattern result show high performer traditional system continue maintain edge mobile platform high performer reduce significant time result reveal customer aware tablet banking service digital literacy external environmental factor mobile infrastructure market maturity affect sales officer performance system keyword learning disrupt learning curve productivity tablet banking business	9/2/16 0:00	9/2/16 10:00	9/2/16 11:00	15	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
10544	thesis oral computation method explore gene regulation mechanism sequencing data	abstract gene expression studied extensive transcript level technology attention paid gene regulation transcription clear genome structure play important role gene functional clear gene expression regulate translational speed codon basis recently sequencing technique develop answer question specifically chromosome conformation capture develop capture spatial close chromatin loci cell nuclei enable structure study ribosome profile develop study ribosome location preference translate enable translational study complicated experimental pipeline make data inherently noisy typical approach process data prone error computation expensive develop computation pipeline fundamentally process data advance downstream analysis gene regulation specifically develop test identify set functional related genomic loci statistic spatial close expect chance data compare typical method approach computation inexpensive robust unmeasured interaction inclusion loci develop pipeline estimate ribosome occupancy preference transcript level data systematic approach address ubiquitous data quantify ribosome loci transcript level result estimation ribosome profile ribosome load addition design mathematics model algorithm recover ribosome position data unlike existing simple heuristics make inaccurate assumption read digestion approach capture complicated digestion pattern flexible output ribosome profile reveal biological reasonable observations translate pattern improve preprocess pipeline estimate codon decode time yeast show codon usage wobble pair play role regulate translational speed lastly perform analysis ribosome collision modify ribosome profile protocol preliminary result extreme local ribosome movements translate random rare identification program ribosome stall require experiment deep sequencing algorithm analysis help build foundation explore regulation gene expression understand mechanism cell growth death differential gene expression conditions cell type development disease thesis committee carl kingsford chair joel mcmanu james faeder university pittsburgh sridhar hannenhalli university maryland poster keyword information contact	9/2/16 0:00	9/2/16 14:00	9/2/16 15:00	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10545	influence activity coalition uniform policy	abstract influence activity coalition uniform policy paper examine endogenous coalition formation setting agent lobby insider lobby weak regulation facilitate private diversion asset policy uniform rule agent free ride lobby incentive form lobby coalition lobby show coalition formation mechanism lobby form similar dissimilar agent additional endogenous lobby formation policy uniform lobby costs aggregate lobby activity policy strength keyword lobby coalition regulation	9/2/16 0:00	9/2/16 10:30	9/2/16 11:30	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10546	thesis proposal user model mutual adaptation	abstract application domain robot physical space human trustworthy partner envision personal robot arrange furniture human partner manufacture robot perform spar assembly human rehabilitate robot assist spinal cord injury patient collaborate setting human inaccurate model robot capabilities leads team suboptimal strategy hand robot frequent optimum execute task base objective performance metric thesis propose model human teammate robot reason principled effects action future human behavior guide human optimum strategy unknown advance formalize human adaptable willing adapt robot strategy propose mutual adaptation formalism base model evaluate impact adaptable collaboration paradigm collaborate task setting show formalism significant improve team performance start human preference execute task suboptimal expect propose model increase task performance human trust robot perceive collaboration variety collaborate task thesis committee siddhartha srinivasa chair jodi forlizzi emma brunskill ariel procaccia david national university singapore copy proposal document poster event website keyword information contact	9/6/16 0:00	9/6/16 9:00	9/6/16 10:00	53	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10547	grand rounds sickle cell disease alpha thalassemia intersection common human genetic variant	grand rounds sickle cell disease alpha thalassemia intersection common human genetic variant information	9/7/16 0:00	9/7/16 12:00	9/7/16 13:00	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10548	model metabolism subsequent reactive drug	adverse drug reaction adr dangerous expensive idiosyncratic adr rare severe adr leading medicine withdrawal termination clinical development time large proportion drug hypersensitive driven adr offering hope medicine avoid reliable predict risk hypersensitive driven adr cause formation chemical reactive metabolite metabolic enzyme reactive metabolite covalent attach protein immunogenic provoke current computation experimental approach reliable identify drug candidate form reactive metabolite approach limited inadequate model metabolism render toxic molecule safe safe molecule toxic overcome limitation building mathematics model metabolism reactive model construct algorithm quantitative summarize knowledge thousand publish study approach accurate model metabolism render drug toxic safe	9/9/16 0:00	9/9/16 9:00	9/9/16 10:00	92	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0
10549	thesis proposal statistic model robot manipulation	abstract improve robot manipulation critical robot active factory home success shown simulation control environment robot slow clumsy general robust interact environment contrast human effortless manipulate object reason discrepancy human years experience collect data good internal model manipulate object robot learn model large amount real data capable manipulate thesis propose improve robot manipulation solve problem robot collect large amount manipulation data human intervention study build statistic model robot manipulation collected data model plan robust manipulation action solve problem enabling large data collection perform robot manipulation experiment case study study manipulation push regrasp planar grasping case study gain insight robot collect large amount accurate data minimal human intervention solve problem statistic model manipulation action propose model parts manipulation action model manipulation action model probability distribution object end hand affect success rate task place insertion model robot change pose object hand regrasp action learned model plan robust accurate manipulation action thesis committee matthew mason chair nance pollard geoffrey gordon paul back propulsion laboratory copy proposal document poster event website keyword information contact	9/6/16 0:00	9/6/16 15:00	9/6/16 16:00	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10550	belief peer matter donation matching experiment field laboratory	charitable give turn century popular fundraise tool donation matching dollar match party experiment matching increase donation occur individual peer donor exhaust matching funds develop theory belief peer donation likelihood donation test theory match treatment laboratory experiment treatment form small group matching bonus threshold number donation received match treatment doubles donation rate relative match understand mechanism huge increase study replicate result show belief peer donation matter theoretical result combine suggest people donate pivotal secure matching money belief matter account increase donation	9/23/16 0:00	9/23/16 12:00	9/23/16 13:30	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10551	performance effect feedback frequency detail evidence field experiment customer satisfaction	abstract paper presents result field experiment examine effects performance feedback behavior professional working insurance repair company vary frequency weekly monthly level detail feedback professional receive contrary expect professional conform model bayesian decision maker frequent information improve performance fact find professional achieve outcome receive detailed infrequent monthly feedback treatment group frequent feedback detailed perform control group monthly aggregate information result consistent information latest feedback report salient professional weekly treatment overweight recent performance hamper ability learn	9/16/16 0:00	9/16/16 13:30	9/16/16 15:00	31	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10552	short talks	sangwong passive collected sedentary behavior predict hospital readmission hospital readmission major problem facing health care system today cost medicare billion year readmitt significant short survival prevent predict readmission understood control behavior risk factor work evaluate ability behavior risk factor specifically behavior predict readmission postsurgic cancer inpatient result show steps maximum sedentary bout frequency break sedentary times waking hour strong predict readmission built model predict readmission behavior model add information sedentary behavior behavior model outperform model illustrate passive collected information sedentary behavior passive monitor behavior data mobility major surgery create opportunity early risk assessment timely intervention postdoctoral research interaction institute carnegie mellon university earn cognitive science engineering yonsei university work samsung return academia research focus smartphone wear track understand human perception develop model behavior base mobile system goal work examine feasible acceptable collect contextual information active symptom report type information develop algorithm accurate predict behavior health monitor treatment talk present paper recently accept publication passive collect sedentary behavior predict hospital ubicomp 2016 present time model behavior data collected wear fitness track accurate predict hospital readmission postsurgic cancer joel chan accelerate innovation computation analogy challenge solution idea research papers domain trigger creative breakthrough papers domain trigger breakthrough analog related target domain share people find papers domain build computation system reason analogy talk argue central challenge twofold analog reasoning require structure representations automatic transform unstructured text papers structure representations hard describe ongoing effort create system extract structure representations scientific papers leverage complementary strength machine learning crowdsourc joel chan postdoctoral research fellow interaction institute carnegie mellon university received cognitive psychology university pittsburgh 2014 research integrate cognitive science interaction understand improve technological support creative collective intelligence work recognize paper award asme design theory methodology conference paper year design study journal support doctoral dissertation improvement grant chounta link dialogue student model create enhance tutor system learning process outcome depend greatly social interaction teacher student proficient focus language written text discussion overarch goal project understand make automate tutorial dialogue effective adapt student characteristic prior knowledge specific goal current project develop adapt tutor system driven student model effectively carry reflective conversation student solve physics problem continue work identify linguistic features tutor predict learning gain extend characterize provide student base current level understanding physics concept principles dynamic capture student model talk describe features dialog discourse underlying identify analysis tutorial dialogue construction application code scheme characterization present initial teacher feedback dialogue apply features coach student level discuss line research affect author tutorial dialogue intelligent tutor system student exhibit level understanding april 2016 chounta held research position interaction institute carnegie mellon university works patricia albacete pamela jordan sandra katz learning research development center university pittsburgh bruce mclaren hcii joint project university pittsburgh aim develop student model support physics tutorial dialogue system information contact	9/2/16 0:00	9/2/16 13:30	9/2/16 14:30	44	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0
10553	model metabolism subsequent reactive drug	adverse drug reaction adr dangerous expensive idiosyncratic adr rare severe adr leading medicine withdrawal termination clinical development time large proportion drug hypersensitive driven adr offering hope medicine avoid reliable predict risk hypersensitive driven adr cause formation chemical reactive metabolite metabolic enzyme reactive metabolite covalent attach protein immunogenic provoke current computation experimental approach reliable identify drug candidate form reactive metabolite approach limited inadequate model metabolism render toxic molecule safe safe molecule toxic overcome limitation building mathematics model metabolism reactive model construct algorithm quantitative summarize knowledge thousand publish study approach accurate model metabolism render drug toxic safe	9/9/16 0:00	9/9/16 9:00	9/9/16 10:00	22	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0
10554	learning causal effects bridge instrument backdoor	problem learning causal effect treatment outcome knowing background variable cause discuss linear model unmeasured confound block candidate instrumental variable propose test constraint observe distribution characterization discover including limitation equivalence class extent assumption half generalize algorithm find backdoor adjust set exploit faithful assumption idea provide continuum relaxation faithful show algorithm learning backdoor adjust provide instrumental variable give bounds causal effects discrete distribution joint work shohei shimizu robin evans	9/15/16 0:00	9/15/16 11:00	9/15/16 12:00	26	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0
10555	human autonomy robot autonomy	abstract paradox severe motor impair challenging operate assist machine enhance quality life primary address confound incorporate robot autonomy intelligence assist offload control burden user robot synthetic sense reason world technology leverage bridge left sensory motor cognitive impair user assist machine team robot physically support attach human replace enhance lost diminish function case allocation control human robot absolutely essential critical adoption physically assist robot large society talk overview ongoing project study research lie intersection artificial intelligence rehabilitate robot machine learning working range hardware platform including smart wheelchair assist robot arms distinguish theme present project machine automation unique change physical abilities personal preference financial means additional information host stephen nuske appointments stephanie matvey speaker biography brenna argall june donald brewer junior professor electrical engineering computer science northwestern university assistant professor department mechanical engineering department physical medicine rehabilitate research lie intersection robot machine learning human rehabilitate director assist rehabilitate robot laboratory argallab rehabilitate institute chicago premier rehabilitate hospital united states mission advance human ability robot autonomy argall 2016 recipient career award robot 2009 received robot institute carnegie mellon university robot 2006 mathematics 2002 prior join northwestern postdoctoral fellow école polytechnique fédérale lausanne epfl prior graduate school held computation biology position national institute health	9/16/16 0:00	9/16/16 15:30	9/16/16 16:30	51	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0
10556	thesis defense michael koval robust manipulation contact sense	abstract human effortless manipulate object clutter uncertain environment contrast robot manipulate limited careful engineer environment circumvent difficulty manipulation uncertainty contact sensor provide robot feedback vital address limitation thesis propose framework feedback contact sensor reliable manipulate object uncertainty formalize manipulation partially observable markov decision process include object pose uncertainty proprioceptual error kinematic constraint algorithm exploit structure contact efficient estimate state plan model introduce manifold particle filter principled method estimate object pose robot configuration algorithm avoid degeneracy drawing sample manifold states induce contact introduce belief space plan algorithm seek contact sensor achieve goal algorithm harness decoupl effect contact share computation problem instance leverage structure plan kinematic constraint finally evaluate efficacy approach simulation experiment result show state estimation plan algorithm consistent outperform tailor manipulation contact sense thesis committee siddhartha srinivasa nance pollard geoff gordon toma massachusetts institute technology	9/7/16 0:00	9/7/16 13:00	9/7/16 14:00	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10557	filter middle	good work washington office money library federal program advantage library adopt internet safety policy include technology protection panel address detail expansion summarize history filter issue specific filter approach offer practical suggestion library pursue fund opportunity expert panel event include doug archer study global affair librarian university notre hesburgh library bocher office information technology policy deborah deputy director office intellectual freedom jamie larue director office intellectual freedom freedom read foundation michael robinson chair intellectual freedom privacy subcommittee head system consortium library university alaska consortium library	9/15/16 0:00	9/15/16 14:00	9/15/16 15:00	30	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
10558	dynamic information retrieval model	abstract modern system data exhibit characteristic largely conventional technique missing ability model change time responsive stimulus relevance user task exhibit dynamic behavior capture data set typically collected long time span model respond talk introduction dynamic information retrieval model talk model information seek partially observable markov decision process achieve high accuracy trec session track talk evaluate dynamic trec dynamic domain track grace yang assistant professor department computer science georgetown university obtain language technology institute carnegie mellon university 2011 current research interests include dynamic search search engine evaluate information retrieval information organization conduct research question answer ontology construction detection multimedia information retrieval opinion sentiment detection recipient national science foundation faculty early career development program career award sigir doctoral consortium sigir 2017 workshop wsdm 2017 workshop serve area chair sigir 2016 trec dynamic domain track	9/9/16 0:00	9/9/16 14:30	9/9/16 15:50	90	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10559	virtual material test	abstract concentrated effort material science community develop multifunctional material unique process conditions model tool accurate describe physical phenomena length scale emphasize additive manufacture shock synthesis material lead unique material morphology understood reliable engineering analysis product safety assessment material complexity direct numerical model accessible moderate system size multiscale strategy recognize small part material typically instantaneous expose rapid material transformation rest material adequate macroscopic constitutive model obtain homogenize complex microstructure nonlinear model reduction pattern recognition future model rapid decision making address challenge present multiscale framework model behavior heterogeneous material capture large range spatial temporal scale integrated computation approach predict behavior complex heterogeneous system combine macro microcontinuum representations statistic technique nonlinear model reduction highperformance compute approach exploit instantaneous localize knowledge decide advanced computation require simulation involve wide range scale billion computation cell inherently expensive require compute develop hierarchy parallel highperformance computation framework execute hundred thousand process core exceptional scale performance attempt model heterogeneous system include strategy construct complex computation domain work concept model delineate procedure base topology optimize machine learning construct representative unit cell statistics probability function original material image source microcompute tomography focus beam section advanced photon source argonne national laboratory show statistic meaningful ruc couple macroscopic domain relationship obtain finally integrated program simulation experiment platform computation model verify validate propagation uncertainty college engineering associate professor computation mechanics aerospace mechanical engineering department university notre dame director center shock advanced reactive material establish center excellence primary focus emerge field predict science received theoretical applied mechanics czech technical university prague interests area predict computation science engineering multiple spatial temporal scale including interaction development advanced numerical method high performance parallel compute research focus interplay applied mathematics science science leads research program model heterogeneous material focus simulation experiment base statistic representative analysis author hundred fifty journal conference proceedings articles abstract involved interdisciplinary research program fund agency private company received award student czech technical university prague articles group feature science direct hottest articles respective engineering area papers appear cover article royal society member asme usacm euromech iacm fellow asme serve associate editor journal computation international journal multiscale computation engineering	9/16/16 0:00	9/16/16 12:00	9/16/16 13:30	28	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
10562	textbook curate target learning path heterogeneous learning resources	grow subset today aim teaching explain technical concept vary degree detail broad range target audience content tutorial blog articles lecture note prevalent technical discipline technical coverage widely level prerequisite assumption part reader propose task organize heterogeneous educational resources structure akin textbook allow learner navigate sequence point prior knowledge point material learn approach task perform shallow classification concept explain assume text representation connect resources explain concept resources concept assume main contribution paper supervise classification approach identify explain assume terms document algorithm finding optimum path resources constraint goal prior knowledge speaker labutov postdoc department mitchell labutov received cornell university research focus develop machine learning model interact application problem education prior cornell received electrical computer engineering city college york goal develop generation lifelong learning tool leverage	9/6/16 0:00	9/6/16 9:00	9/6/16 10:30	100	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0
10563	price auction general information structure implication bidding revenue	abstract explore impact private information auction symmetrical arbitrary correlate prior distribution value characterize lowest distribution arise information structure equilibria information equilibrium attain minimum leave bid indifferent equilibrium bid higher bid result provide lower bounds bid revenue asymmetric distribution value report analytic computation characterization revenue bid surplus including upper bounds revenue work implication identification distribution data winning bid information robust comparison alternative bidding mechanism	9/29/16 0:00	9/29/16 16:00	9/29/16 17:30	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10564	electronic privacy physical privacy sensor	sensor camera microphone common place reconsider notions privacy people react constant surveillance technical solution enhance privacy highlight interdisciplinary research answer address question context wear camera talk camera enhance privacy aid population visual impair visual assessment kapadia received grant including career award 2013 google research award 2014 recipient indiana university trustee teaching award 2013 distinguished alumni educator award department computer science university illinois 2015 period program privacy enhance technology symposium pet journal proceedings privacy enhance technology popet	9/28/16 0:00	9/28/16 15:00	9/28/16 16:00	101	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10565	accelerate innovation computation analogy challenge solution	research papers domain trigger creative breakthrough papers domain trigger breakthrough analog target domain share people find papers domain build computation system reason analogy talk argue central challenge twofold analog reasoning require structure representations automatic transform unstructured text papers structure representations hard describe ongoing effort create system extract structure representations scientific papers leverage complementary strength machine learning crowdsourc	9/2/16 0:00	9/2/16 13:30	9/2/16 14:30	21	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10566	robot thesis defense optical coherence tomography microsurgic augment reality system device microsurgery	describe development test optical coherence tomography microsurgic augment reality system system surgeon view medical image data overlay surgical field number clinical application real time situ visualize transparent structure beneficial surgeon primary motivate application project surgical treatment glaucoma built projection system capable produce flat tilt image normal field view microscope sufficient bright resolution view magnification studied perception tilt surface magnification found image provide sufficient stereo information correct perceive finally test stereo perception magnification surgical relevant task evaluate effectiveness system thesis committee george stetten john galeotti roberta thomas fur university washington	9/9/16 0:00	9/9/16 13:00	9/9/16 15:00	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10567	supersize learning grasp robot hour	abstract current robot grasping approach exploit dataset training model problem methodology object grasp multiple ways manual label grasp location trivial task human label bias semantics paper leap increase training data times prior work leading dataset size data points collected hour robot grasping attempt train convolution neural network task predict grasp location severe overfitt formulation recast regress problem binary classification image patch present learning approach train stage collect hard negative subsequent stage experiment show benefit dataset training task grasping compare baseline show performance generalization unseen object grasping speaker biography lerrel recently graduate master student advise professor abhinav gupta research interests revolve data computer vision robot student	9/9/16 0:00	9/9/16 15:30	9/9/16 16:30	24	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0
